player_name,predictor_season,team_fg,power_skill_score,contact_skill_score,speed_skill_score,breakout_score
Justin Turner,2022,LAD,-0.0582,0.6177,0.0,0.0191
J.P. Crawford,2024,SEA,-0.3797,0.1442,0.0,0.0189
Dansby Swanson,2022,ATL,0.4344,-0.9878,0.0,0.0167
Bo Bichette,2024,TOR,-0.4801,0.6991,0.0,0.0161
Andrew McCutchen,2022,MIL,0.0659,-0.1262,0.0,0.0151
Brett Baty,2023,NYM,0.0026,-0.9709,0.0,0.0149
LaMonte Wade Jr.,2022,SFG,0.0022,0.547,0.0,0.0093
David Peralta,2023,LAD,-0.477,0.603,0.0,0.0084
Gabriel Arias,2023,CLE,0.4889,-1.9054,0.0,0.0083
Ty France,2024,- - -,-0.1443,0.1911,0.0,0.0063
Travis d'Arnaud,2022,ATL,0.1164,-0.2506,0.0,0.0055
Joey Bart,2024,PIT,0.0765,-0.4449,0.0,0.0025
Hunter Renfroe,2024,KCR,-0.1123,0.1961,0.0,0.0011
Victor Caratini,2024,HOU,-0.1999,0.2518,0.0,-0.0018
Elias Diaz,2022,COL,-0.2502,0.2654,0.0,-0.0022
Marcus Semien,2024,TEX,-0.2549,0.9264,0.0,-0.0033
Alec Bohm,2023,PHI,-0.53,1.1417,0.0,-0.0034
Josh Lowe,2024,TBR,0.3599,-1.2921,0.0,-0.006
Jean Segura,2022,PHI,-0.6315,1.0578,0.0,-0.0066
Jonathan India,2023,CIN,-0.1227,0.2877,0.0,-0.007
Ozzie Albies,2024,ATL,-0.1491,0.7469,0.0,-0.0074
Kerry Carpenter,2023,DET,0.1029,-0.2249,0.0,-0.0079
CJ Abrams,2023,WSN,-0.3348,0.544,0.0,-0.0113
Ke'Bryan Hayes,2024,PIT,-0.8242,0.9426,0.0,-0.0126
Ramon Laureano,2024,- - -,0.5424,-1.3431,0.0,-0.0127
Eduardo Escobar,2022,NYM,0.2187,-0.3247,0.0,-0.0129
Emmanuel Rivera,2022,- - -,0.2336,-0.1876,0.0,-0.0142
Edmundo Sosa,2024,PHI,0.2394,-0.5846,0.0,-0.0202
Luis Garcia Jr.,2022,WSN,-0.1086,-0.2751,0.0,-0.023
Gio Urshela,2022,MIN,-0.2181,0.6186,0.0,-0.0235
Starling Marte,2022,NYM,-0.2541,0.3136,0.0,-0.0245
Jarred Kelenic,2023,SEA,0.2341,-1.2779,0.0,-0.0251
Pavin Smith,2022,ARI,0.0295,0.0538,0.0,-0.0266
Maikel Garcia,2024,KCR,-0.6668,1.0081,0.0,-0.0279
Jack Suwinski,2024,PIT,0.0623,-0.7841,0.0,-0.0299
Austin Wells,2024,NYY,0.1105,-0.1872,0.0,-0.0346
Aledmys Diaz,2022,HOU,-0.3382,0.5264,0.0,-0.0349
Jake Bauers,2024,MIL,0.3457,-1.5776,0.0,-0.0355
Brendan Donovan,2024,STL,-0.5613,1.4943,0.0,-0.0361
Raimel Tapia,2022,TOR,-0.5071,0.5335,0.0,-0.0366
Yoan Moncada,2022,CHW,0.269,-0.6567,0.0,-0.0456
Dominic Smith,2024,- - -,0.1776,-0.3017,0.0,-0.0463
Michael Massey,2023,KCR,-0.2043,0.3069,0.0,-0.0479
Josh Bell,2024,- - -,-0.1263,0.1081,0.0,-0.0505
Daulton Varsho,2023,TOR,-0.189,0.0515,0.0,-0.0533
Alejandro Kirk,2023,TOR,-0.8588,1.8545,0.0,-0.0547
Brendan Rodgers,2024,COL,-0.3561,-0.234,0.0,-0.0557
Lourdes Gurriel Jr.,2022,TOR,-0.4846,0.5882,0.0,-0.0583
Adley Rutschman,2024,BAL,-0.4426,0.9908,0.0,-0.0607
Nolan Arenado,2023,STL,-0.2992,1.0353,0.0,-0.0626
Danny Jansen,2023,TOR,0.0635,0.3163,0.0,-0.0643
Kyle Isbel,2023,KCR,-0.4148,0.7373,0.0,-0.0678
George Springer,2024,TOR,-0.0816,0.0713,0.0,-0.0682
Christian Vazquez,2022,- - -,-0.6194,1.0319,0.0,-0.0699
Edward Olivares,2023,KCR,-0.2961,0.7454,0.0,-0.07
Michael Busch,2024,CHC,0.3311,-0.7816,0.0,-0.0713
Luis Garcia Jr.,2023,WSN,-0.6548,1.4367,0.0,-0.0739
Jonah Heim,2023,TEX,-0.1651,0.407,0.0,-0.0756
Patrick Bailey,2024,SFG,-0.2437,0.0198,0.0,-0.0764
Josh Donaldson,2022,NYY,0.4594,-1.4035,0.0,-0.0765
Sean Murphy,2024,ATL,0.1425,-0.7673,0.0,-0.0769
Brenton Doyle,2024,COL,0.247,-0.4743,0.0,-0.077
Tyler Stephenson,2023,CIN,-0.1882,-0.4784,0.0,-0.078
Hunter Renfroe,2023,- - -,-0.2682,-0.0421,0.0,-0.0798
Max Muncy,2024,LAD,0.4973,-0.9962,0.0,-0.0806
Austin Nola,2022,SDP,-0.8064,1.2045,0.0,-0.0806
Ty France,2022,SEA,-0.5437,1.0808,0.0,-0.0837
Amed Rosario,2022,CLE,-0.5734,0.7532,0.0,-0.0864
Daulton Varsho,2022,ARI,0.1391,-0.4981,0.0,-0.0874
Starling Marte,2024,NYM,-0.2044,-0.1961,0.0,-0.0884
Christopher Morel,2022,CHC,0.8339,-2.4171,0.0,-0.0925
Bryan De La Cruz,2023,MIA,0.0259,-0.4023,0.0,-0.0946
Carlos Santana,2023,- - -,-0.3092,0.5137,0.0,-0.0966
Travis d'Arnaud,2023,ATL,0.1105,-0.6029,0.0,-0.0983
Mike Yastrzemski,2024,SFG,0.2518,-0.5893,0.0,-0.0993
Nick Castellanos,2024,PHI,0.0403,-0.1953,0.0,-0.1007
Spencer Horwitz,2024,TOR,-0.3412,0.6158,0.0,-0.1024
Xander Bogaerts,2024,SDP,-0.5359,0.8723,0.0,-0.1028
Nolan Gorman,2024,STL,1.0947,-2.5553,0.0,-0.1029
Jesse Winker,2022,SEA,-0.2479,0.3842,0.0,-0.1031
Yasmani Grandal,2022,CHW,-0.3833,0.1346,0.0,-0.1045
Gabriel Moreno,2023,ARI,-0.6671,0.6745,0.0,-0.1063
Adam Duvall,2023,BOS,0.5012,-1.0348,0.0,-0.1078
Joey Meneses,2023,WSN,-0.4783,0.487,0.0,-0.1079
Luis Urias,2022,MIL,-0.1814,-0.0149,0.0,-0.1094
Zach Neto,2024,LAA,-0.0007,-0.3029,0.0,-0.1096
Jeimer Candelario,2023,- - -,-0.2229,0.1814,0.0,-0.1119
Jazz Chisholm Jr.,2024,- - -,0.1572,-0.7458,0.0,-0.112
Dansby Swanson,2024,CHC,0.057,-0.7889,0.0,-0.1123
Andrew Benintendi,2022,- - -,-0.4597,0.6916,0.0,-0.1123
Jeimer Candelario,2022,DET,-0.1038,-0.1577,0.0,-0.114
Jake Rogers,2023,DET,0.3939,-1.5552,0.0,-0.1146
Garrett Cooper,2023,- - -,0.0969,-0.7506,0.0,-0.1159
CJ Abrams,2024,WSN,-0.257,-0.0839,0.0,-0.1194
Ramon Laureano,2023,- - -,0.0621,-0.5738,0.0,-0.1194
Keibert Ruiz,2023,WSN,-0.6765,1.8658,0.0,-0.1211
Jose Altuve,2022,HOU,-0.4472,1.2046,0.0,-0.1221
Ramon Laureano,2022,OAK,0.3756,-0.8877,0.0,-0.1238
J.D. Davis,2023,SFG,0.1875,-1.2545,0.0,-0.1238
Jonah Heim,2024,TEX,-0.436,0.6628,0.0,-0.124
Gleyber Torres,2024,NYY,-0.2872,0.0599,0.0,-0.127
Donovan Solano,2023,MIN,-0.3746,0.2102,0.0,-0.1271
Luis Robert Jr.,2024,CHW,0.4459,-1.5918,0.0,-0.1272
Andrew McCutchen,2024,PIT,0.3013,-0.892,0.0,-0.1273
Jose Miranda,2022,MIN,-0.2811,0.3568,0.0,-0.128
Mickey Moniak,2024,LAA,0.1962,-0.8698,0.0,-0.1335
Connor Wong,2023,BOS,0.1355,-1.4328,0.0,-0.1345
Tyrone Taylor,2024,NYM,-0.3132,0.1224,0.0,-0.1354
Marcus Semien,2022,TEX,-0.3147,0.7208,0.0,-0.1361
Alex Bregman,2023,HOU,-0.7029,1.6674,0.0,-0.1374
Austin Hays,2023,BAL,-0.0073,-0.266,0.0,-0.1421
Lane Thomas,2022,WSN,-0.4907,0.0585,0.0,-0.144
Emmanuel Rivera,2023,ARI,-0.3675,0.2531,0.0,-0.1448
Xander Bogaerts,2023,SDP,-0.5487,0.7643,0.0,-0.1479
Trea Turner,2024,PHI,-0.1976,0.4222,0.0,-0.1498
Nick Gonzales,2024,PIT,-0.2186,0.2714,0.0,-0.1539
Luis Arraez,2022,MIN,-0.9641,2.4923,0.0,-0.1558
Justin Turner,2023,BOS,-0.5757,0.9609,0.0,-0.1567
Harrison Bader,2024,NYM,-0.3687,0.2398,0.0,-0.1573
Tim Anderson,2022,CHW,-0.5978,0.7281,0.0,-0.1575
Miguel Andujar,2024,OAK,-1.0258,1.5752,0.0,-0.1592
Gavin Sheets,2022,CHW,-0.292,0.2888,0.0,-0.1614
J.P. Crawford,2023,SEA,-0.6951,0.6869,0.0,-0.163
Yuli Gurriel,2022,HOU,-0.9359,1.6357,0.0,-0.1631
Trent Grisham,2022,SDP,-0.0261,-0.9424,0.0,-0.1633
Jazz Chisholm Jr.,2023,MIA,0.5023,-1.7383,0.0,-0.166
Andrew McCutchen,2023,PIT,-0.2998,-0.2831,0.0,-0.1669
Michael Conforto,2023,SFG,-0.2599,-0.0039,0.0,-0.1676
Christopher Morel,2024,- - -,0.3105,-1.2736,0.0,-0.1721
Brandon Lowe,2022,TBR,0.4356,-1.0198,0.0,-0.1722
Emmanuel Rivera,2024,- - -,-0.1239,-0.3097,0.0,-0.1737
Bryson Stott,2022,PHI,-0.7428,0.7128,0.0,-0.1738
Gavin Lux,2024,LAD,-0.5424,0.0088,0.0,-0.1742
Travis d'Arnaud,2024,ATL,0.2413,-1.1139,0.0,-0.1744
Ildemaro Vargas,2023,WSN,-1.1437,2.1408,0.0,-0.1758
Trea Turner,2023,PHI,-0.0119,-0.1636,0.0,-0.1767
Enrique Hernandez,2022,BOS,-0.2705,0.3056,0.0,-0.1767
Paul DeJong,2024,- - -,0.2743,-1.8108,0.0,-0.1774
Dylan Moore,2024,SEA,-0.0436,-0.622,0.0,-0.1778
Marcus Semien,2023,TEX,-0.5163,1.0859,0.0,-0.1779
Tyrone Taylor,2022,MIL,0.07,-0.4577,0.0,-0.178
Ramon Urias,2024,BAL,-0.1052,-0.0446,0.0,-0.1794
Wilmer Flores,2023,SFG,-0.5451,1.2613,0.0,-0.1813
Alek Thomas,2023,ARI,-0.5871,0.2611,0.0,-0.1818
Davis Schneider,2024,TOR,0.3916,-1.4063,0.0,-0.1826
Andrew Benintendi,2024,CHW,-0.4452,0.4806,0.0,-0.1852
Jose Altuve,2023,HOU,-0.5646,0.9524,0.0,-0.1883
Robbie Grossman,2023,TEX,-0.4592,0.1302,0.0,-0.1887
Carson Kelly,2022,ARI,-0.5696,0.4291,0.0,-0.1888
Jorge Polanco,2024,SEA,0.015,-1.0015,0.0,-0.1899
Kole Calhoun,2022,TEX,0.3801,-2.0158,0.0,-0.1918
Orlando Arcia,2023,ATL,-0.5025,0.1876,0.0,-0.1942
Spencer Steer,2023,CIN,-0.3506,0.1391,0.0,-0.1948
Willi Castro,2024,MIN,-0.2095,-0.2858,0.0,-0.1967
Chas McCormick,2023,HOU,0.0285,-0.6342,0.0,-0.2011
Willi Castro,2023,MIN,-0.3118,-0.2621,0.0,-0.2034
Dansby Swanson,2023,CHC,0.0663,-0.6462,0.0,-0.2038
Masyn Winn,2024,STL,-0.7841,0.8965,0.0,-0.2056
Patrick Bailey,2023,SFG,-0.1421,-0.5422,0.0,-0.2059
Javier Baez,2024,DET,-0.121,-0.3509,0.0,-0.2059
Kyle Isbel,2024,KCR,-0.7824,0.7889,0.0,-0.2077
Ha-seong Kim,2024,SDP,-0.7413,0.954,0.0,-0.2086
Anthony Volpe,2023,NYY,-0.1849,-0.6718,0.0,-0.2092
Nick Castellanos,2023,PHI,0.167,-0.984,0.0,-0.2094
Donovan Solano,2022,CIN,-0.6395,0.5136,0.0,-0.2115
Cedric Mullins,2022,BAL,-0.4961,0.3925,0.0,-0.213
Jose Siri,2023,TBR,0.6592,-2.2934,0.0,-0.214
Nico Hoerner,2022,CHC,-0.9971,1.7177,0.0,-0.2148
Wilmer Flores,2022,SFG,-0.4746,0.801,0.0,-0.2151
Chas McCormick,2022,HOU,0.1113,-0.9775,0.0,-0.2155
Keibert Ruiz,2022,WSN,-0.8059,1.5887,0.0,-0.2156
Austin Slater,2022,SFG,0.1158,-1.1701,0.0,-0.2167
Kolten Wong,2022,MIL,-0.6094,0.4935,0.0,-0.2174
Anthony Rizzo,2023,NYY,-0.2424,0.1224,0.0,-0.2181
Jake Cronenworth,2022,SDP,-0.564,0.6719,0.0,-0.2181
Cedric Mullins,2023,BAL,-0.3232,-0.0226,0.0,-0.2213
Brandon Belt,2022,SFG,0.4141,-1.2226,0.0,-0.2221
Willy Adames,2023,MIL,0.1935,-0.571,0.0,-0.2268
Mark Canha,2023,- - -,-0.7654,0.9793,0.0,-0.2299
Jonathan Schoop,2022,DET,-0.5201,-0.0807,0.0,-0.2314
Tyler Freeman,2024,CLE,-0.9077,1.3302,0.0,-0.2321
Edouard Julien,2024,MIN,-0.0121,-1.5958,0.0,-0.2335
Harold Ramirez,2023,TBR,-0.5052,0.331,0.0,-0.2359
Elias Diaz,2023,COL,-0.4133,-0.0878,0.0,-0.2376
Zach Neto,2023,LAA,-0.0912,-0.408,0.0,-0.2417
Spencer Steer,2024,CIN,-0.4643,0.3221,0.0,-0.2419
Mike Tauchman,2023,CHC,-0.6737,0.011,0.0,-0.2436
Bryson Stott,2023,PHI,-0.92,1.2322,0.0,-0.244
Isiah Kiner-Falefa,2022,NYY,-1.3351,1.7169,0.0,-0.2449
Miguel Amaya,2024,CHC,-0.5427,0.6408,0.0,-0.2455
James Outman,2023,LAD,0.1994,-1.6328,0.0,-0.2468
Corey Dickerson,2022,STL,-0.6298,0.5356,0.0,-0.2468
Otto Lopez,2024,MIA,-0.7294,0.7218,0.0,-0.2476
Matt Thaiss,2023,LAA,0.0332,-1.2311,0.0,-0.2486
Jorge Mateo,2023,BAL,-0.4387,-0.0975,0.0,-0.2517
Henry Davis,2023,PIT,-0.3683,-0.4184,0.0,-0.2539
Isiah Kiner-Falefa,2023,NYY,-0.9539,0.6801,0.0,-0.2546
Miguel Cabrera,2022,DET,-0.4435,-0.382,0.0,-0.2558
Gavin Sheets,2024,CHW,-0.4966,0.2145,0.0,-0.2562
Jeremy Pena,2022,HOU,0.0374,-0.3973,0.0,-0.2588
Kyle Higashioka,2024,SDP,0.1073,-0.6529,0.0,-0.2601
Starling Marte,2023,NYM,-0.5708,0.247,0.0,-0.2619
Jurickson Profar,2022,SDP,-0.8011,0.837,0.0,-0.2664
Manuel Margot,2023,TBR,-0.7367,0.5535,0.0,-0.2664
Connor Joe,2022,COL,-0.8634,0.3436,0.0,-0.2716
Bryson Stott,2024,PHI,-0.9069,0.9906,0.0,-0.2718
Elvis Andrus,2022,- - -,-0.6534,0.7597,0.0,-0.2731
Nico Hoerner,2023,CHC,-1.3052,1.8157,0.0,-0.2731
Eric Haase,2022,DET,-0.0237,-1.1691,0.0,-0.2736
Dylan Carlson,2023,STL,-0.5442,0.4711,0.0,-0.2749
Geraldo Perdomo,2024,ARI,-1.001,1.5035,0.0,-0.2772
Jon Berti,2022,MIA,-0.5487,-0.0369,0.0,-0.2773
Spencer Torkelson,2024,DET,-0.2422,-0.6712,0.0,-0.2773
Carson Kelly,2024,- - -,-0.5357,0.5192,0.0,-0.2783
Jose Trevino,2022,NYY,-0.5763,0.6715,0.0,-0.2784
Abraham Toro,2024,OAK,-0.8222,1.159,0.0,-0.2796
Michael A. Taylor,2024,PIT,0.4885,-2.2968,0.0,-0.2804
Jeremy Pena,2024,HOU,-0.5804,0.7048,0.0,-0.2818
Brendan Donovan,2022,STL,-1.0812,1.2007,0.0,-0.283
Ezequiel Tovar,2024,COL,0.1121,-1.0033,0.0,-0.2844
Manuel Margot,2022,TBR,-0.593,0.3406,0.0,-0.2861
David Fry,2024,CLE,-0.3116,0.0202,0.0,-0.2866
Zach McKinstry,2023,DET,-0.556,0.4982,0.0,-0.2884
Jeff McNeil,2022,NYM,-1.0037,1.4983,0.0,-0.2887
Jake Cronenworth,2023,SDP,-0.9552,1.067,0.0,-0.2893
Amed Rosario,2023,- - -,-0.8469,0.6111,0.0,-0.2897
Leody Taveras,2022,TEX,-0.3378,-0.6803,0.0,-0.2928
Ha-seong Kim,2022,SDP,-0.8216,0.7121,0.0,-0.2938
Andres Gimenez,2022,CLE,-0.4401,-0.0421,0.0,-0.2953
Austin Hays,2024,- - -,-0.2685,-0.3754,0.0,-0.3084
Christian Vazquez,2024,MIN,-0.7671,0.5031,0.0,-0.3085
Will Benson,2024,CIN,0.4652,-2.7996,0.0,-0.3098
Casey Schmitt,2023,SFG,-0.3914,-0.0235,0.0,-0.3131
Luis Guillorme,2022,NYM,-1.2519,1.5104,0.0,-0.3136
Austin Hays,2022,BAL,-0.6046,0.4602,0.0,-0.3138
Ezequiel Duran,2024,TEX,-0.7283,0.0247,0.0,-0.3148
Nick Fortes,2023,MIA,-0.9265,0.8556,0.0,-0.3178
Cody Bellinger,2024,CHC,-0.4682,0.6377,0.0,-0.3184
Jake Meyers,2024,HOU,-0.3318,-0.1156,0.0,-0.3194
Eddie Rosario,2023,ATL,-0.0898,-0.5094,0.0,-0.3198
Josh Rojas,2022,ARI,-0.6405,0.1865,0.0,-0.3208
Will Benson,2023,CIN,0.0481,-1.4226,0.0,-0.3218
Nico Hoerner,2024,CHC,-1.3597,1.9553,0.0,-0.3226
Corey Julks,2023,HOU,-0.6283,-0.0976,0.0,-0.3255
Cavan Biggio,2023,TOR,-0.4017,-0.3281,0.0,-0.3284
Luis Rengifo,2023,LAA,-0.3759,0.2822,0.0,-0.3293
Colt Keith,2024,DET,-0.6033,0.3702,0.0,-0.3315
Javier Baez,2023,DET,-0.4733,-0.4087,0.0,-0.3325
Bo Naylor,2024,CLE,-0.1247,-1.228,0.0,-0.3339
Ildemaro Vargas,2024,WSN,-1.3624,1.9544,0.0,-0.3367
Luis Rengifo,2022,LAA,-0.6813,0.7055,0.0,-0.3378
J.P. Crawford,2022,SEA,-1.3062,1.4247,0.0,-0.3383
Jake Fraley,2023,CIN,-0.7067,0.3301,0.0,-0.34
Thairo Estrada,2023,SFG,-0.8902,0.5,0.0,-0.3406
Jose Iglesias,2024,NYM,-1.247,1.4285,0.0,-0.3424
Jace Peterson,2022,MIL,-0.3649,-0.4263,0.0,-0.3453
Mitch Garver,2024,SEA,-0.0015,-1.2448,0.0,-0.3456
Leody Taveras,2024,TEX,-0.3804,-0.0798,0.0,-0.3481
Javier Baez,2022,DET,-0.0343,-0.8384,0.0,-0.3485
Cody Bellinger,2022,LAD,-0.1491,-0.8235,0.0,-0.3502
Alek Thomas,2022,ARI,-0.755,0.1625,0.0,-0.3553
Luis Arraez,2024,- - -,-1.4277,2.7424,0.0,-0.3553
Daulton Varsho,2024,TOR,-0.4629,-0.6776,0.0,-0.3559
Mickey Moniak,2023,LAA,0.4062,-1.9194,0.0,-0.3562
Josh Rojas,2024,SEA,-0.5604,-0.164,0.0,-0.3583
Mark Canha,2022,NYM,-0.7513,0.3238,0.0,-0.3611
Martin Maldonado,2022,HOU,-0.1279,-1.1957,0.0,-0.3649
Ramon Urias,2023,BAL,-0.4641,-0.4958,0.0,-0.3659
Owen Miller,2022,CLE,-1.049,0.6719,0.0,-0.366
Zack Gelof,2023,OAK,0.0903,-1.3359,0.0,-0.3675
Rafael Ortega,2022,CHC,-0.7242,0.4549,0.0,-0.3686
Ernie Clement,2024,TOR,-1.0489,1.874,0.0,-0.3739
Jonathan India,2022,CIN,-0.7831,0.1214,0.0,-0.3768
Edmundo Sosa,2023,PHI,-0.5006,-0.4175,0.0,-0.3776
Mike Moustakas,2022,CIN,-0.251,-0.7017,0.0,-0.3778
Cody Bellinger,2023,CHC,-0.6427,0.8339,0.0,-0.378
Andrew Knizner,2022,STL,-0.8995,0.3485,0.0,-0.3827
Brandon Marsh,2022,- - -,-0.251,-1.5546,0.0,-0.3837
Miguel Rojas,2024,LAD,-1.337,1.7349,0.0,-0.385
Harold Castro,2022,DET,-0.7791,0.7255,0.0,-0.3868
Jacob Stallings,2023,MIA,-0.6938,0.1455,0.0,-0.3879
Alex Kirilloff,2023,MIN,-0.5023,-0.2857,0.0,-0.3886
Gavin Sheets,2023,CHW,-0.68,0.5332,0.0,-0.3903
Yasmani Grandal,2023,CHW,-0.7432,0.146,0.0,-0.3938
TJ Friedl,2024,CIN,-1.0237,1.0881,0.0,-0.394
Amed Rosario,2024,- - -,-0.8717,0.2907,0.0,-0.3972
Charlie Blackmon,2022,COL,-0.8837,0.4601,0.0,-0.3976
Thairo Estrada,2022,SFG,-0.9249,0.8569,0.0,-0.3985
Justin Turner,2024,- - -,-0.9305,0.8342,0.0,-0.4029
Joey Wendle,2022,MIA,-1.2463,1.3879,0.0,-0.4057
Santiago Espinal,2022,TOR,-1.1528,1.2706,0.0,-0.4072
Chris Taylor,2023,LAD,-0.1275,-1.8975,0.0,-0.4082
Jonah Bride,2024,MIA,-0.9308,0.6225,0.0,-0.4114
Brice Turang,2024,MIL,-1.3023,1.1775,0.0,-0.4124
Josh Smith,2024,TEX,-0.8984,0.2787,0.0,-0.4144
Dominic Smith,2023,WSN,-0.8141,0.868,0.0,-0.4165
Jake Rogers,2024,DET,-0.005,-1.3658,0.0,-0.4169
Jose Altuve,2024,HOU,-0.7069,0.6602,0.0,-0.4196
Miguel Vargas,2023,LAD,-0.7263,0.3726,0.0,-0.4196
Charlie Blackmon,2023,COL,-0.9695,1.1627,0.0,-0.4208
Rougned Odor,2022,BAL,-0.3509,-0.3151,0.0,-0.4257
Tim Anderson,2023,CHW,-1.1151,-0.0653,0.0,-0.4301
Miguel Rojas,2023,LAD,-1.1633,1.6093,0.0,-0.4313
Anthony Volpe,2024,NYY,-0.9201,-0.0008,0.0,-0.4314
Nick Senzel,2022,CIN,-0.9556,0.5382,0.0,-0.4341
Isiah Kiner-Falefa,2024,- - -,-1.3271,1.3484,0.0,-0.4372
Nick Senzel,2023,CIN,-0.8706,0.1849,0.0,-0.4383
Aaron Hicks,2022,NYY,-0.5107,-0.4878,0.0,-0.4409
Alex Call,2023,WSN,-0.8574,0.7869,0.0,-0.4431
Gio Urshela,2024,- - -,-0.9278,0.8037,0.0,-0.4465
Ezequiel Tovar,2023,COL,-0.3668,-0.5859,0.0,-0.4469
Jeremy Pena,2023,HOU,-0.7963,0.2725,0.0,-0.448
Thairo Estrada,2024,SFG,-0.9171,0.6394,0.0,-0.4483
Oswaldo Cabrera,2024,NYY,-0.9593,0.7719,0.0,-0.4489
Keibert Ruiz,2024,WSN,-1.1951,1.7972,0.0,-0.4509
Parker Meadows,2024,DET,-0.3864,-0.468,0.0,-0.451
Wenceel Perez,2024,DET,-0.7453,0.277,0.0,-0.4512
Orlando Arcia,2024,ATL,-0.6914,-0.0381,0.0,-0.4519
Rodolfo Castro,2022,PIT,-0.3137,-1.2177,0.0,-0.4531
Jared Triolo,2024,PIT,-0.6211,-0.6425,0.0,-0.4622
Wil Myers,2022,SDP,-0.2456,-1.4314,0.0,-0.4642
Jesus Aguilar,2022,- - -,-0.4438,-0.2949,0.0,-0.4663
Nolan Arenado,2024,STL,-1.1503,1.2224,0.0,-0.4677
Luis Rengifo,2024,LAA,-1.0992,0.8568,0.0,-0.474
Martin Maldonado,2023,HOU,-0.2117,-1.6246,0.0,-0.474
Jurickson Profar,2023,- - -,-1.0705,0.7621,0.0,-0.4742
Donovan Solano,2024,SDP,-0.9955,0.2604,0.0,-0.479
Mark Canha,2024,- - -,-1.0049,0.1177,0.0,-0.4816
Zach McKinstry,2024,DET,-0.8151,0.2801,0.0,-0.4837
JJ Bleday,2023,OAK,-0.5439,-0.336,0.0,-0.4842
Jacob Stallings,2022,MIA,-0.9188,0.2595,0.0,-0.4849
Elias Diaz,2024,- - -,-0.7338,-0.0275,0.0,-0.4853
Jeff McNeil,2024,NYM,-1.0883,1.1461,0.0,-0.4859
Harrison Bader,2023,- - -,-0.7858,0.5888,0.0,-0.4894
David Hamilton,2024,BOS,-0.6748,-0.2299,0.0,-0.4924
Mauricio Dubon,2022,- - -,-1.3273,1.4633,0.0,-0.4924
Danny Jansen,2024,- - -,-0.6635,0.5085,0.0,-0.4942
Enrique Hernandez,2023,- - -,-0.8169,0.3734,0.0,-0.496
Cedric Mullins,2024,BAL,-0.8818,0.5234,0.0,-0.4973
Connor Wong,2024,BOS,-0.6273,-0.4617,0.0,-0.5039
Jorge Mateo,2022,BAL,-0.4421,-0.92,0.0,-0.5048
Kyle Farmer,2022,CIN,-1.1352,0.899,0.0,-0.5067
Miguel Rojas,2022,MIA,-1.2846,1.6588,0.0,-0.507
Jeff McNeil,2023,NYM,-1.461,1.8418,0.0,-0.507
Whit Merrifield,2022,- - -,-0.9406,0.7886,0.0,-0.5082
Reese McGuire,2022,- - -,-1.0315,0.6262,0.0,-0.5106
Luis Matos,2023,SFG,-1.3043,1.393,0.0,-0.5155
Nick Castellanos,2022,PHI,-0.3886,-0.5615,0.0,-0.5156
Isaac Paredes,2023,TBR,-0.8532,0.9049,0.0,-0.5171
Elehuris Montero,2023,COL,-0.3347,-1.7182,0.0,-0.5226
Michael A. Taylor,2022,KCR,-0.5039,-0.4995,0.0,-0.5254
Victor Robles,2024,- - -,-0.6456,0.3074,0.0,-0.5271
Brenton Doyle,2023,COL,-0.1931,-1.7806,0.0,-0.5284
Pete Crow-Armstrong,2024,CHC,-0.3814,-0.7027,0.0,-0.5309
Willi Castro,2022,DET,-0.9111,-0.1541,0.0,-0.5345
Chas McCormick,2024,HOU,-0.4274,-1.2649,0.0,-0.5381
Ha-seong Kim,2023,SDP,-1.1338,0.6356,0.0,-0.5405
Freddy Fermin,2024,KCR,-1.0132,0.6189,0.0,-0.5412
Cavan Biggio,2022,TOR,-0.4962,-0.8967,0.0,-0.542
Kevin Newman,2022,PIT,-1.4161,1.2827,0.0,-0.546
Austin Martin,2024,MIN,-1.3003,0.5127,0.0,-0.5477
Christian Bethancourt,2023,TBR,-0.3115,-1.0336,0.0,-0.5483
Steven Kwan,2024,CLE,-1.4449,2.2273,0.0,-0.5488
Kris Bryant,2023,COL,-0.8767,0.2156,0.0,-0.5525
Isaac Paredes,2024,- - -,-1.0894,0.9616,0.0,-0.5546
Jacob Stallings,2024,COL,-0.6447,-0.3921,0.0,-0.563
Nick Fortes,2024,MIA,-1.4841,1.5634,0.0,-0.5633
Mauricio Dubon,2023,HOU,-1.151,1.1323,0.0,-0.5651
CJ Abrams,2022,- - -,-1.1573,0.5824,0.0,-0.5708
TJ Friedl,2022,CIN,-0.8391,0.7783,0.0,-0.577
Ceddanne Rafaela,2024,BOS,-0.5,-0.9898,0.0,-0.5783
Alfonso Rivas,2022,CHC,-0.9852,-0.8914,0.0,-0.5832
Johan Rojas,2024,PHI,-1.1651,0.345,0.0,-0.592
Zack Gelof,2024,OAK,-0.0814,-2.152,0.0,-0.5925
Brandon Crawford,2022,SFG,-0.4324,-0.7714,0.0,-0.5949
Luis Arraez,2023,MIA,-1.4729,2.5904,0.0,-0.5957
Kyle Farmer,2023,MIN,-0.978,0.3847,0.0,-0.5973
Travis Jankowski,2023,TEX,-1.7809,1.4905,0.0,-0.601
Mauricio Dubon,2024,HOU,-1.2335,1.06,0.0,-0.6019
Jose Siri,2022,- - -,-0.3542,-1.93,0.0,-0.6021
Andrew Benintendi,2023,CHW,-1.2462,0.9815,0.0,-0.6028
Andres Gimenez,2024,CLE,-1.1619,0.7153,0.0,-0.6036
